25649.0,0.0,0.0,0.0,0.0,0.0
895765.0,437778.0,87705.0,6083.0,215.0,111.0
1743693.0,851262.0,175228.0,11491.0,384.0,211.0
4424576.0,2443463.0,477082.0,36367.0,1021.0,530.0
5852284.0,3317683.0,635552.0,50810.0,1275.0,669.0
7397500.0,4456613.0,814014.0,60856.0,1778.0,892.0
3791685.0,2222766.0,561372.0,30529.0,1133.0,591.0
2811811.0,1587919.0,402073.0,20746.0,783.0,396.0
1939444.0,1171783.0,297130.0,13481.0,601.0,280.0
1342281.0,810382.0,202168.0,8407.0,435.0,186.0
866293.0,522037.0,134302.0,5058.0,288.0,124.0
537141.0,323267.0,82674.0,3008.0,153.0,57.0
344310.0,206044.0,51726.0,1907.0,77.0,27.0
215976.0,128768.0,31800.0,1218.0,23.0,8.0
135598.0,84240.0,19861.0,717.0,9.0,3.0
90986.0,54314.0,12188.0,420.0,5.0,1.0
61858.0,37618.0,7668.0,329.0,2.0,2.0
41767.0,29189.0,4785.0,95.0,0.0,1.0
30276.0,22882.0,2956.0,37.0,0.0,0.0
23575.0,17269.0,1824.0,23.0,0.0,0.0
19538.0,14609.0,1171.0,15.0,0.0,0.0
16505.0,11865.0,720.0,5.0,0.0,0.0
14500.0,10315.0,491.0,3.0,0.0,0.0
13144.0,9031.0,323.0,3.0,0.0,0.0
12316.0,7797.0,256.0,3.0,0.0,0.0
11699.0,6564.0,183.0,3.0,0.0,0.0
10808.0,5623.0,124.0,2.0,0.0,0.0
10070.0,4854.0,91.0,0.0,0.0,0.0
9765.0,4186.0,76.0,0.0,0.0,0.0
9383.0,3921.0,63.0,0.0,0.0,0.0
9144.0,4326.0,55.0,0.0,0.0,0.0
9008.0,3232.0,46.0,0.0,0.0,0.0
8858.0,3182.0,39.0,0.0,0.0,0.0
8780.0,2179.0,35.0,0.0,0.0,0.0
8734.0,2801.0,29.0,0.0,0.0,0.0
8715.0,1793.0,24.0,0.0,0.0,0.0
8696.0,2658.0,17.0,0.0,0.0,0.0
8639.0,1547.0,15.0,0.0,0.0,0.0
