8661.0,2501.0,8.0,0.0,0.0,0.0
8625.0,1391.0,3.0,0.0,0.0,0.0
8522.0,2421.0,1.0,0.0,0.0,0.0
8219.0,1250.0,0.0,0.0,0.0,0.0
7999.0,478.0,0.0,0.0,0.0,0.0
7733.0,270.0,0.0,0.0,0.0,0.0
7500.0,59.0,0.0,0.0,0.0,0.0
7492.0,19.0,0.0,0.0,0.0,0.0
7480.0,7.0,0.0,0.0,0.0,0.0
7467.0,4.0,0.0,0.0,0.0,0.0
7460.0,2.0,0.0,0.0,0.0,0.0
7450.0,2.0,0.0,0.0,0.0,0.0
7439.0,0.0,0.0,0.0,0.0,0.0
7434.0,0.0,0.0,0.0,0.0,0.0
7431.0,0.0,0.0,0.0,0.0,0.0
7415.0,0.0,0.0,0.0,0.0,0.0
7387.0,0.0,0.0,0.0,0.0,0.0
7359.0,0.0,0.0,0.0,0.0,0.0
7343.0,0.0,0.0,0.0,0.0,0.0
7338.0,0.0,0.0,0.0,0.0,0.0
7328.0,0.0,0.0,0.0,0.0,0.0
6509.0,0.0,0.0,0.0,0.0,0.0
5574.0,0.0,0.0,0.0,0.0,0.0
5453.0,0.0,0.0,0.0,0.0,0.0
5433.0,0.0,0.0,0.0,0.0,0.0
5413.0,0.0,0.0,0.0,0.0,0.0
5380.0,0.0,0.0,0.0,0.0,0.0
5346.0,0.0,0.0,0.0,0.0,0.0
4632.0,0.0,0.0,0.0,0.0,0.0
3916.0,0.0,0.0,0.0,0.0,0.0
2690.0,0.0,0.0,0.0,0.0,0.0
1467.0,0.0,0.0,0.0,0.0,0.0
1465.0,0.0,0.0,0.0,0.0,0.0
1460.0,0.0,0.0,0.0,0.0,0.0
1432.0,0.0,0.0,0.0,0.0,0.0
1396.0,0.0,0.0,0.0,0.0,0.0
1382.0,0.0,0.0,0.0,0.0,0.0
1319.0,0.0,0.0,0.0,0.0,0.0
1254.0,0.0,0.0,0.0,0.0,0.0
1244.0,0.0,0.0,0.0,0.0,0.0
1230.0,0.0,0.0,0.0,0.0,0.0
1220.0,0.0,0.0,0.0,0.0,0.0
1215.0,0.0,0.0,0.0,0.0,0.0
1207.0,0.0,0.0,0.0,0.0,0.0
1200.0,0.0,0.0,0.0,0.0,0.0
1197.0,0.0,0.0,0.0,0.0,0.0
1190.0,0.0,0.0,0.0,0.0,0.0
1182.0,0.0,0.0,0.0,0.0,0.0
1164.0,0.0,0.0,0.0,0.0,0.0
1017.0,0.0,0.0,0.0,0.0,0.0
733.0,0.0,0.0,0.0,0.0,0.0
567.0,0.0,0.0,0.0,0.0,0.0
378.0,0.0,0.0,0.0,0.0,0.0
197.0,0.0,0.0,0.0,0.0,0.0
182.0,0.0,0.0,0.0,0.0,0.0
171.0,0.0,0.0,0.0,0.0,0.0
166.0,0.0,0.0,0.0,0.0,0.0
159.0,0.0,0.0,0.0,0.0,0.0
147.0,0.0,0.0,0.0,0.0,0.0
132.0,0.0,0.0,0.0,0.0,0.0
126.0,0.0,0.0,0.0,0.0,0.0
117.0,0.0,0.0,0.0,0.0,0.0
106.0,0.0,0.0,0.0,0.0,0.0
102.0,0.0,0.0,0.0,0.0,0.0
97.0,0.0,0.0,0.0,0.0,0.0
74.0,0.0,0.0,0.0,0.0,0.0
46.0,0.0,0.0,0.0,0.0,0.0
34.0,0.0,0.0,0.0,0.0,0.0
26.0,0.0,0.0,0.0,0.0,0.0
14.0,0.0,0.0,0.0,0.0,0.0
5.0,0.0,0.0,0.0,0.0,0.0
2.0,0.0,0.0,0.0,0.0,0.0
