Assoc#0: 88867
Assoc#1: 5295
Assoc#2: 811
Assoc#3: 3
Assoc#4: 3559
Assoc#5: 5352
Assoc#6: 109
Assoc#7: 577
Assoc#8: 2225
Assoc#9: 4323
Assoc#10: 45
Assoc#11: 15
Assoc#12: 3957
Assoc#13: 1742
Assoc#14: 68
Assoc#15: 29
Assoc#16: 44
Assoc#17: 24
Assoc#18: 103
Assoc#19: 336
Assoc#20: 1240
Assoc#21: 71
Assoc#22: 47
Assoc#23: 16
Assoc#24: 13
Assoc#25: 647
Assoc#26: 620
Assoc#27: 15
Assoc#28: 11
Assoc#29: 6
Assoc#30: 15
Assoc#31: 38
Assoc#32: 17
Assoc#33: 802
Assoc#34: 78
Assoc#35: 37
Assoc#36: 50
Assoc#37: 24
Assoc#38: 17
Assoc#39: 951
Assoc#40: 52
Assoc#41: 385
Assoc#42: 61
Assoc#43: 61
Assoc#44: 78
Assoc#45: 102
Assoc#46: 12
Assoc#47: 117
Assoc#48: 32
Assoc#49: 5
Assoc#50: 39
Assoc#51: 49
Assoc#52: 9
Assoc#53: 67
Assoc#54: 9
Assoc#55: 36
Assoc#56: 4
Assoc#57: 6
Assoc#58: 9
Assoc#59: 75
Assoc#60: 8
