3967.0,0.0,0.0,0.0,0.0
38613.0,29732.0,13353.0,132.0,237.0
76599.0,56104.0,24932.0,245.0,438.0
151127.0,108358.0,56759.0,832.0,928.0
179277.0,126076.0,67654.0,1245.0,1132.0
235290.0,133204.0,69896.0,595.0,1155.0
160093.0,30559.0,11685.0,456.0,147.0
121902.0,20077.0,7824.0,262.0,72.0
101020.0,13392.0,5309.0,166.0,19.0
72261.0,9493.0,3893.0,84.0,10.0
47189.0,6583.0,2962.0,29.0,2.0
31877.0,4675.0,2538.0,14.0,2.0
21008.0,3222.0,1678.0,6.0,1.0
14798.0,2001.0,1031.0,2.0,0.0
10727.0,1369.0,644.0,0.0,0.0
8070.0,958.0,478.0,0.0,0.0
6031.0,691.0,364.0,0.0,0.0
4568.0,456.0,272.0,0.0,0.0
3358.0,325.0,203.0,0.0,0.0
2453.0,247.0,162.0,0.0,0.0
1675.0,169.0,127.0,0.0,0.0
1075.0,118.0,101.0,0.0,0.0
704.0,82.0,73.0,0.0,0.0
438.0,58.0,50.0,0.0,0.0
381.0,40.0,41.0,0.0,0.0
270.0,30.0,34.0,0.0,0.0
199.0,17.0,28.0,0.0,0.0
141.0,11.0,21.0,0.0,0.0
100.0,5.0,15.0,0.0,0.0
65.0,2.0,10.0,0.0,0.0
38.0,2.0,6.0,0.0,0.0
26.0,1.0,2.0,0.0,0.0
13.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0
