org.argouml.uml.cognitive.critics.TestCrNoInitialState: 118
TestCrNoInitialState: 72
TestCrNoInitialState(String): 0
setUp(): 39
testPredicate2(): 30
org.argouml.model.mdr.ModelManagementFactoryMDRImpl: 167
ModelManagementFactoryMDRImpl: 116
ModelManagementFactoryMDRImpl(MDRModelImplementation): 8
createModel(): 19
getModelManagementPackage(): 11
setRootModel(Object): 0
getRootModel(): 0
createElementImport(): 13
buildElementImport(Object, Object): 10
createPackage(): 13
buildPackage(String): 6
createSubsystem(): 13
copyPackage(Object, Object): 13
doCopyPackage(UmlPackage, UmlPackage): 13
deleteElementImport(Object): 0
deleteModel(Object): 0
deletePackage(Object): 0
deleteSubsystem(Object): 0
org.argouml.profile.internal.ocl.ComputeTriggers: 30
ComputeTriggers: 5
caseAClassifierContext(AClassifierContext): 5
getTriggers(): 0
org.argouml.uml.reveng.DiagramInterface: 469
DiagramInterface: 248
DiagramInterface(Editor): 24
DiagramInterface(Editor, Project): 6
getEditor(): 0
markDiagramAsModified(ArgoDiagram): 7
getModifiedDiagramList(): 3
resetModifiedDiagrams(): 3
addPackage(Object): 31
isInDiagram(Object): 1
isDiagramInProject(String): 8
getDiagramName(String): 0
selectClassDiagram(Object, String): 15
addClassDiagram(Object, String): 43
addClass(Object, boolean): 2
addClassifier(Object, boolean): 68
addInterface(Object, boolean): 2
createRootClassDiagram(): 2
setCurrentDiagram(ArgoDiagram): 32
org.argouml.ui.FindDialog: 1000
FindDialog: 946
getInstance(): 13
FindDialog(): 33
initNameLocTab(): 32
initHelpTab(): 4
initTypes(): 678
nameButtons(): 16
actionPerformed(ActionEvent): 11
doSearch(): 123
reset(): 4
doClearTabs(): 12
doResetFields(boolean): 4
doGoToSelection(): 10
mousePressed(MouseEvent): 0
mouseReleased(MouseEvent): 0
mouseEntered(MouseEvent): 0
mouseExited(MouseEvent): 0
mouseClicked(MouseEvent): 2
myDoubleClick(int): 23
PredicateMType: 21
PredicateMType(Class[]): 0
PredicateMType(Class[], int): 0
create(): 9
create(Object): 9
create(Object, Object): 9
create(Object, Object, Object): 9
toString(): 2
org.argouml.model.mdr.TestMDRModelImplementationCreate: 190
TestMDRModelImplementationCreate: 119
TestMDRModelImplementationCreate(String): 0
testMDRModelImplementation(): 119
org.argouml.model.mdr.UndoCoreHelperDecorator: 1202
UndoCoreHelperDecorator: 1113
UndoCoreHelperDecorator(CoreHelper): 6
BooleanSetter: 0
set(boolean): 0
ObjectSetter: 0
set(Object): 0
StringSetter: 0
set(String): 0
createCommand(BooleanSetter, boolean, boolean): 22
undo(): 5
execute(): 5
isUndoable(): 0
isRedoable(): 0
createCommand(ObjectSetter, Object, Object): 22
undo(): 5
execute(): 5
isUndoable(): 0
isRedoable(): 0
createCommand(StringSetter, String, String): 22
undo(): 5
execute(): 5
isUndoable(): 0
isRedoable(): 0
setAbstract(Object, boolean): 19
set(boolean): 7
setActive(Object, boolean): 19
set(boolean): 7
setAggregation(Object, Object): 19
set(Object): 7
setLeaf(Object, boolean): 19
set(boolean): 7
setChangeability(Object, Object): 19
set(Object): 7
setReadOnly(Object, boolean): 19
set(boolean): 7
setConcurrency(Object, Object): 19
set(Object): 7
setKind(Object, Object): 19
set(Object): 7
setMultiplicity(Object, Object): 19
set(Object): 7
setBody(Object, String): 19
set(String): 7
setNavigable(Object, boolean): 19
set(boolean): 7
setOrdering(Object, Object): 19
set(Object): 7
setPowertype(Object, Object): 19
set(Object): 7
setQuery(Object, boolean): 19
set(boolean): 7
setRoot(Object, boolean): 19
set(boolean): 7
setSpecification(Object, boolean): 19
set(boolean): 7
setSpecification(Object, String): 19
set(String): 7
setSpecification(Object, Object): 19
set(Object): 7
setTargetScope(Object, Object): 19
set(Object): 7
setVisibility(Object, Object): 19
set(Object): 7
addAllStereotypes(Object, Collection): 10
addAnnotatedElement(Object, Object): 10
addClient(Object, Object): 10
addClientDependency(Object, Object): 10
addComment(Object, Object): 10
addConnection(Object, Object): 10
addConnection(Object, int, Object): 10
addConstraint(Object, Object): 10
addDeploymentLocation(Object, Object): 10
addElementResidence(Object, Object): 10
addFeature(Object, int, Object): 10
addLiteral(Object, int, Object): 10
addFeature(Object, Object): 10
addLink(Object, Object): 10
addMethod(Object, Object): 10
addOwnedElement(Object, Object): 10
addParameter(Object, int, Object): 10
addParameter(Object, Object): 10
addQualifier(Object, int, Object): 10
addRaisedSignal(Object, Object): 10
addSourceFlow(Object, Object): 10
addStereotype(Object, Object): 10
addSupplier(Object, Object): 10
addSupplierDependency(Object, Object): 10
addTargetFlow(Object, Object): 10
addTemplateParameter(Object, int, Object): 10
addTemplateParameter(Object, Object): 10
clearStereotypes(Object): 10
removeAnnotatedElement(Object, Object): 10
removeClientDependency(Object, Object): 10
removeConnection(Object, Object): 10
removeConstraint(Object, Object): 10
removeDeploymentLocation(Object, Object): 10
removeElementResidence(Object, Object): 10
removeFeature(Object, Object): 10
removeLiteral(Object, Object): 10
removeOwnedElement(Object, Object): 10
removeParameter(Object, Object): 10
removeQualifier(Object, Object): 10
removeSourceFlow(Object, Object): 27
removeStereotype(Object, Object): 27
removeSupplierDependency(Object, Object): 27
removeTargetFlow(Object, Object): 10
removeTemplateArgument(Object, Object): 10
removeTemplateParameter(Object, Object): 10
setAnnotatedElements(Object, Collection): 10
setAssociation(Object, Object): 10
setAttributes(Object, List): 10
setBody(Object, Object): 10
setChild(Object, Object): 10
setConnections(Object, Collection): 10
setContainer(Object, Object): 10
setDefaultElement(Object, Object): 10
setDefaultValue(Object, Object): 10
setDiscriminator(Object, String): 10
setEnumerationLiterals(Object, List): 10
setFeature(Object, int, Object): 10
setFeatures(Object, Collection): 10
setInitialValue(Object, Object): 10
setModelElementContainer(Object, Object): 10
setNamespace(Object, Object): 10
setOperations(Object, List): 10
setOwner(Object, Object): 10
setStatic(Object, boolean): 10
setParameters(Object, Collection): 10
setParent(Object, Object): 10
setQualifiers(Object, List): 10
setRaisedSignals(Object, Collection): 10
setResident(Object, Object): 10
setResidents(Object, Collection): 10
setSources(Object, Collection): 10
setSpecifications(Object, Collection): 10
setTaggedValue(Object, String, String): 10
setType(Object, Object): 10
org.argouml.application.api.CommandLineInterface: 13
CommandLineInterface: 0
doCommand(String): 0
org.argouml.application.events.ArgoStatusEventListener: 59
ArgoStatusEventListener: 28
statusText(ArgoStatusEvent): 5
statusCleared(ArgoStatusEvent): 5
projectSaved(ArgoStatusEvent): 5
projectLoaded(ArgoStatusEvent): 5
projectModified(ArgoStatusEvent): 5
org.argouml.model.euml.CoreHelperEUMLImpl: 1937
CoreHelperEUMLImpl: 1741
CoreHelperEUMLImpl(EUMLModelImplementation): 12
addAllStereotypes(Object, Collection): 36
run(): 6
addAnnotatedElement(Object, Object): 29
run(): 10
addClient(Object, Object): 29
run(): 10
addClientDependency(Object, Object): 2
addComment(Object, Object): 2
addConnection(Object, Object): 9
addConnection(Object, int, Object): 22
addConstraint(Object, Object): 29
run(): 10
addDeploymentLocation(Object, Object): 5
addElementResidence(Object, Object): 5
getRunnableClassForAddCommand(Element, Element): 14
getRunnableClassForAddCommand(Element, int, Element): 18
run(): 0
getRunnableClassForRemoveCommand(Element): 29
run(): 0
addFeature(Object, int, Object): 18
addFeature(Object, Object): 9
addLink(Object, Object): 5
addLiteral(Object, int, Object): 18
addMethod(Object, Object): 29
run(): 10
addOwnedElement(Object, Object, String, Object): 18
addOwnedElement(Object, Object): 2
addParameter(Object, int, Object): 18
addParameter(Object, Object): 9
addQualifier(Object, int, Object): 18
addRaisedSignal(Object, Object): 5
addSourceFlow(Object, Object): 5
addStereotype(Object, Object): 2
addSupplier(Object, Object): 29
run(): 10
addSupplierDependency(Object, Object): 2
addTargetFlow(Object, Object): 5
addTemplateArgument(Object, int, Object): 5
addTemplateArgument(Object, Object): 5
addTemplateParameter(Object, int, Object): 5
addTemplateParameter(Object, Object): 5
clearStereotypes(Object): 5
equalsAggregationKind(Object, String): 12
getAllAttributes(Object): 14
getAllBehavioralFeatures(Object): 7
getAllClasses(Object): 10
getAllClassifiers(Object): 7
getAllComponents(Object): 10
getAllDataTypes(Object): 7
getAllInterfaces(Object): 7
getAllMetaDatatypeNames(): 0
getAllMetatypeNames(): 0
getAllNodes(Object): 7
getAllPossibleNamespaces(Object, Object): 11
getAllRealizedInterfaces(Object): 10
getAllSupertypes(Object): 4
getAllVisibleElements(Object): 16
getAssociateEndsInh(Object): 20
getAssociatedClassifiers(Object): 11
getAssociationEnd(Object, Object): 4
getAssociations(Object, Object): 13
getAssociations(Object): 4
getAttributesInh(Object): 4
getBehavioralFeatures(Object): 9
getBody(Object): 4
getChildren(Object): 54
getDependencies(Object, Object): 13
getExtendedClassifiers(Object): 4
getExtendingClassifiers(Object): 7
getExtendingElements(Object): 22
getFirstSharedNamespace(Object, Object): 48
getFlows(Object, Object): 5
getGeneralization(Object, Object): 4
getOperationsInh(Object): 4
getRealizedInterfaces(Object): 10
getRelationships(Object, Object): 32
getReturnParameters(Object): 19
getSource(Object): 33
getDestination(Object): 32
getSpecification(Object): 5
getSubtypes(Object): 22
getSupertypes(Object): 4
hasCompositeEnd(Object): 15
isSubType(Object, Object): 0
isValidNamespace(Object, Object): 12
removeAnnotatedElement(Object, Object): 29
run(): 10
removeClientDependency(Object, Object): 29
run(): 10
removeConnection(Object, Object): 46
run(): 32
removeConstraint(Object, Object): 5
removeDeploymentLocation(Object, Object): 5
removeElementResidence(Object, Object): 5
removeFeature(Object, Object): 2
removeLiteral(Object, Object): 2
removeOwnedElement(Object, Object): 18
removeParameter(Object, Object): 2
removeQualifier(Object, Object): 2
removeSourceFlow(Object, Object): 5
removeStereotype(Object, Object): 5
removeSupplierDependency(Object, Object): 29
run(): 10
removeTargetFlow(Object, Object): 5
removeTemplateArgument(Object, Object): 5
removeTemplateParameter(Object, Object): 5
setAbstract(Object, boolean): 29
run(): 14
setActive(Object, boolean): 31
run(): 9
setAggregation(Object, Object): 25
run(): 6
setAnnotatedElements(Object, Collection): 37
run(): 19
setAssociation(Object, Object): 5
setAttributes(Object, List): 5
setBody(Object, Object): 5
setBody(Object, String): 4
setChangeability(Object, Object): 5
setChild(Object, Object): 25
run(): 6
setConcurrency(Object, Object): 5
setConnections(Object, Collection): 5
setContainer(Object, Object): 5
setDefaultElement(Object, Object): 5
setDefaultValue(Object, Object): 5
setDiscriminator(Object, String): 5
setEnumerationLiterals(Object, List): 5
setFeature(Object, int, Object): 5
setFeatures(Object, Collection): 5
setInitialValue(Object, Object): 5
setKind(Object, Object): 5
setLeaf(Object, boolean): 25
run(): 6
setModelElementContainer(Object, Object): 2
setMultiplicity(Object, Object): 34
run(): 10
setName(Object, String): 25
run(): 6
setNamespace(Object, Object): 2
setNavigable(Object, boolean): 25
run(): 6
setOperations(Object, List): 5
setOrdering(Object, Object): 5
setOwner(Object, Object): 5
setParameter(Object, Object): 5
setParameters(Object, Collection): 5
setParent(Object, Object): 25
run(): 6
setPowertype(Object, Object): 5
setQualifiers(Object, List): 5
setQuery(Object, boolean): 25
run(): 6
setRaisedSignals(Object, Collection): 5
setReadOnly(Object, boolean): 25
run(): 6
setResident(Object, Object): 5
setResidents(Object, Collection): 5
setRoot(Object, boolean): 5
setSources(Object, Collection): 5
setSpecification(Object, boolean): 5
setSpecification(Object, Object): 5
setSpecification(Object, String): 5
setSpecifications(Object, Collection): 5
setStatic(Object, boolean): 25
run(): 6
setTaggedValue(Object, String, String): 5
setTargetScope(Object, Object): 5
setType(Object, Object): 25
run(): 6
setVisibility(Object, Object): 25
run(): 6
getParents(Object): 5
getPackageImport(Object, Object): 5
getPackageImports(Object): 5
org.argouml.uml.ui.behavior.state_machines.UMLEventParameterListModel: 76
UMLEventParameterListModel: 25
UMLEventParameterListModel(): 0
buildModelList(): 12
isValidElement(Object): 10
org.argouml.ui.HeapMonitor: 40
HeapMonitor: 0
HeapMonitor(): 3
paint(Graphics): 0
actionPerformed(ActionEvent): 2
updateStats(): 0
org.argouml.ui.explorer.ExplorerEventAdaptor: 430
ExplorerEventAdaptor: 193
getInstance(): 13
ExplorerEventAdaptor(): 54
structureChanged(): 4
modelElementAdded(Object): 4
modelElementChanged(Object): 4
setTreeModelUMLEventListener(TreeModelUMLEventListener): 8
propertyChange(PropertyChangeEvent): 54
run(): 20
modelChanged(UmlChangeEvent): 55
ProfileChangeListener: 15
profileAdded(ArgoProfileEvent): 6
profileRemoved(ArgoProfileEvent): 6
org.argouml.uml.ui.InitUmlUI: 153
InitUmlUI: 77
init(): 24
getDetailsTabs(): 44
getProjectSettingsTabs(): 3
getSettingsTabs(): 3
org.argouml.TestDependencies: 229
TestDependencies: 205
suite(): 55
DateUtils: 0
now(): 0
TimeStamp: 4
TimeStamp(): 4
runTest(): 0
CheckDependencyCycle: 69
CheckDependencyCycle(JDepend, String): 1
runTest(): 68
CheckTopLevel: 37
CheckTopLevel(JDepend, String): 1
runTest(): 36
CheckLowLevel: 44
CheckLowLevel(JDepend, String): 1
runTest(): 43
CheckNoDependency: 25
CheckNoDependency(JDepend, String[]): 1
runTest(): 24
org.argouml.cognitive.TestItemUID: 1545
TestItemUID: 584
TestItemUID(String): 0
setUp(): 36
testConstructors(): 53
