Assoc#0: 1497092
Assoc#1: 165530
Assoc#2: 2258
Assoc#3: 13948
Assoc#4: 49013
Assoc#5: 15665
Assoc#6: 26686
Assoc#7: 202
Assoc#8: 47770
Assoc#9: 19580
Assoc#10: 838
Assoc#11: 1070
Assoc#12: 89
Assoc#13: 257
Assoc#14: 20057
Assoc#15: 219
Assoc#16: 985
Assoc#17: 280
Assoc#18: 62
Assoc#19: 5
Assoc#20: 297
Assoc#21: 80
Assoc#22: 40
Assoc#23: 61
Assoc#24: 8
