1217.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26118.0,4559.0,1334.0,377.0,13.0,0.0,0.0,0.0,0.0,2.0
64492.0,10965.0,3011.0,867.0,32.0,3.0,0.0,0.0,0.0,2.0
142477.0,29271.0,8510.0,3060.0,164.0,3.0,0.0,0.0,0.0,0.0
197801.0,38597.0,10137.0,3859.0,224.0,6.0,0.0,0.0,0.0,0.0
297026.0,71685.0,16992.0,6599.0,451.0,60.0,0.0,0.0,0.0,0.0
208764.0,62119.0,14090.0,5412.0,428.0,77.0,0.0,0.0,0.0,0.0
122000.0,43564.0,10589.0,4224.0,392.0,81.0,0.0,0.0,0.0,0.0
88042.0,32149.0,8693.0,3095.0,384.0,113.0,0.0,0.0,0.0,0.0
59453.0,19806.0,6507.0,1982.0,317.0,130.0,0.0,0.0,0.0,0.0
42082.0,15143.0,5331.0,1215.0,325.0,99.0,0.0,0.0,0.0,0.0
27057.0,10841.0,4004.0,791.0,264.0,51.0,0.0,0.0,0.0,0.0
18194.0,8069.0,2918.0,472.0,205.0,67.0,0.0,0.0,0.0,0.0
11591.0,5908.0,2102.0,327.0,166.0,82.0,0.0,0.0,0.0,0.0
7489.0,4360.0,1486.0,280.0,205.0,114.0,0.0,0.0,0.0,0.0
5054.0,2992.0,1059.0,250.0,129.0,130.0,0.0,0.0,0.0,0.0
3453.0,2230.0,889.0,228.0,44.0,130.0,0.0,0.0,0.0,0.0
2085.0,1631.0,551.0,144.0,40.0,114.0,0.0,0.0,0.0,0.0
1563.0,1236.0,429.0,84.0,16.0,99.0,0.0,0.0,0.0,0.0
1188.0,919.0,321.0,40.0,8.0,81.0,0.0,0.0,0.0,0.0
857.0,657.0,283.0,24.0,0.0,64.0,0.0,0.0,0.0,0.0
661.0,469.0,194.0,17.0,0.0,32.0,0.0,0.0,0.0,0.0
536.0,369.0,133.0,17.0,0.0,16.0,0.0,0.0,0.0,0.0
434.0,286.0,62.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0
421.0,226.0,54.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0
415.0,154.0,52.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0
412.0,92.0,50.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0
410.0,65.0,50.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0
435.0,50.0,49.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0
439.0,37.0,48.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0
423.0,29.0,44.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0
379.0,30.0,36.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0
321.0,43.0,38.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0
294.0,58.0,43.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
254.0,71.0,45.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
265.0,89.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
205.0,95.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
146.0,102.0,38.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
136.0,104.0,31.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
127.0,100.0,25.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
128.0,106.0,20.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
134.0,111.0,23.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
136.0,118.0,30.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
142.0,118.0,31.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
142.0,120.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
138.0,106.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
143.0,89.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
131.0,79.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
126.0,76.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
129.0,85.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
132.0,95.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
133.0,105.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
115.0,104.0,50.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
113.0,96.0,49.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
112.0,84.0,46.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
94.0,76.0,42.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
85.0,64.0,33.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0
77.0,53.0,25.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
75.0,42.0,22.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
75.0,37.0,20.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
63.0,42.0,21.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
56.0,49.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.0,50.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37.0,54.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28.0,62.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19.0,62.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20.0,55.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19.0,50.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
