Assoc#0: 42692
Assoc#1: 13
Assoc#2: 12
Assoc#3: 26
Assoc#4: 5
Assoc#5: 35
Assoc#6: 31
Assoc#7: 30
Assoc#8: 0
Assoc#9: 0
Assoc#10: 452
Assoc#11: 69
Assoc#12: 5
Assoc#13: 6
Assoc#14: 3
Assoc#15: 0
Assoc#16: 5
Assoc#17: 131
Assoc#18: 37
Assoc#19: 23
Assoc#20: 1
Assoc#21: 0
Assoc#22: 1
Assoc#23: 0
Assoc#24: 1
Assoc#25: 0
Assoc#26: 192
Assoc#27: 444
Assoc#28: 216
Assoc#29: 7
Assoc#30: 721
Assoc#31: 273
Assoc#32: 4
Assoc#33: 48
Assoc#34: 4
Assoc#35: 2
Assoc#36: 0
Assoc#37: 0
Assoc#38: 0
Assoc#39: 417
Assoc#40: 5
Assoc#41: 35
Assoc#42: 18
Assoc#43: 412
Assoc#44: 20
Assoc#45: 4
Assoc#46: 1
Assoc#47: 7
Assoc#48: 0
Assoc#49: 2
Assoc#50: 0
Assoc#51: 4
Assoc#52: 4
Assoc#53: 0
Assoc#54: 694
Assoc#55: 1042
Assoc#56: 110
Assoc#57: 0
Assoc#58: 0
Assoc#59: 0
Assoc#60: 0
Assoc#61: 12
Assoc#62: 289
Assoc#63: 81
Assoc#64: 2503
Assoc#65: 60
Assoc#66: 21
Assoc#67: 17
Assoc#68: 4
Assoc#69: 0
Assoc#70: 3
Assoc#71: 2
Assoc#72: 1
Assoc#73: 0
Assoc#74: 16
Assoc#75: 44
Assoc#76: 5
Assoc#77: 1
Assoc#78: 5
Assoc#79: 4
Assoc#80: 4
Assoc#81: 1
Assoc#82: 2
Assoc#83: 3
Assoc#84: 2
Assoc#85: 4
Assoc#86: 1
Assoc#87: 3
Assoc#88: 21
Assoc#89: 2
Assoc#90: 235
Assoc#91: 0
Assoc#92: 1
Assoc#93: 0
Assoc#94: 84
Assoc#95: 0
Assoc#96: 0
Assoc#97: 2
Assoc#98: 1
Assoc#99: 1
Assoc#100: 1
Assoc#101: 1
Assoc#102: 0
Assoc#103: 0
Assoc#104: 15
Assoc#105: 0
Assoc#106: 0
Assoc#107: 0
Assoc#108: 0
Assoc#109: 0
Assoc#110: 0
Assoc#111: 0
Assoc#112: 0
Assoc#113: 0
Assoc#114: 0
Assoc#115: 0
Assoc#116: 0
Assoc#117: 0
Assoc#118: 0
Assoc#119: 7
Assoc#120: 7
Assoc#121: 1
Assoc#122: 0
Assoc#123: 0
Assoc#124: 0
Assoc#125: 0
Assoc#126: 0
Assoc#127: 0
Assoc#128: 0
Assoc#129: 0
Assoc#130: 0
Assoc#131: 0
Assoc#132: 0
Assoc#133: 0
Assoc#134: 0
Assoc#135: 0
Assoc#136: 0
Assoc#137: 0
Assoc#138: 0
Assoc#139: 206
Assoc#140: 80
Assoc#141: 10
Assoc#142: 187
Assoc#143: 0
Assoc#144: 30
Assoc#145: 8
Assoc#146: 158
Assoc#147: 2
Assoc#148: 43
Assoc#149: 29
Assoc#150: 42
Assoc#151: 0
Assoc#152: 37
Assoc#153: 0
Assoc#154: 8
Assoc#155: 208
Assoc#156: 106
Assoc#157: 0
Assoc#158: 0
Assoc#159: 1
Assoc#160: 0
Assoc#161: 5
Assoc#162: 13
Assoc#163: 10
Assoc#164: 4
Assoc#165: 0
Assoc#166: 3
Assoc#167: 1
Assoc#168: 1
Assoc#169: 0
Assoc#170: 0
Assoc#171: 0
Assoc#172: 0
Assoc#173: 0
Assoc#174: 0
Assoc#175: 10
Assoc#176: 577
Assoc#177: 47
Assoc#178: 7
Assoc#179: 5
Assoc#180: 2
Assoc#181: 165
Assoc#182: 0
Assoc#183: 73
Assoc#184: 0
Assoc#185: 162
Assoc#186: 0
Assoc#187: 0
Assoc#188: 0
Assoc#189: 6
Assoc#190: 1
Assoc#191: 30
Assoc#192: 0
Assoc#193: 129
Assoc#194: 2
Assoc#195: 0
Assoc#196: 58
Assoc#197: 0
Assoc#198: 7
Assoc#199: 0
Assoc#200: 74
Assoc#201: 0
Assoc#202: 105
Assoc#203: 1183
Assoc#204: 50
Assoc#205: 0
Assoc#206: 0
Assoc#207: 20
Assoc#208: 0
Assoc#209: 0
Assoc#210: 8
Assoc#211: 2
Assoc#212: 0
Assoc#213: 46
Assoc#214: 0
Assoc#215: 3
Assoc#216: 14
Assoc#217: 3
Assoc#218: 1
Assoc#219: 0
Assoc#220: 0
Assoc#221: 0
Assoc#222: 0
Assoc#223: 0
Assoc#224: 0
Assoc#225: 0
Assoc#226: 0
Assoc#227: 0
Assoc#228: 0
Assoc#229: 0
Assoc#230: 0
Assoc#231: 3
Assoc#232: 0
Assoc#233: 4
Assoc#234: 0
Assoc#235: 0
Assoc#236: 0
Assoc#237: 2
Assoc#238: 0
Assoc#239: 0
Assoc#240: 13
Assoc#241: 6
